CodMun;Reeleito;sexo;idade;instrução;partido
3169703;Não;Masculino;47;Ensino fundamental (1º Grau) incompleto;PTB
3169802;Sim;Masculino;40;Ensino superior completo ;PDT
3169901;Não;Masculino;69;Pós-graduação;PHS
3170008;Não;Masculino;47;Ensino superior completo ;PR
3170057;Não;Masculino;42;Ensino médio (2º Grau) completo;PPS
3170107;Sim;Masculino;61;Ensino superior completo ;PMDB
3170206;Sim;Masculino;70;Ensino médio (2º Grau) incompleto;PP
3170305;Não;Masculino;53;Ensino médio (2º Grau) incompleto;PTB
3170404;Não;Masculino;63;Ensino médio (2º Grau) completo;PSDB
3170438;Não;Masculino;61;Ensino fundamental (1º Grau) completo;PR
3170479;Não;Masculino;50;Ensino médio (2º Grau) completo;PTB
3170503;Sim;Masculino;38;Ensino superior completo ;PRB
3170529;Não;Masculino;63;Ensino fundamental (1º Grau) completo;PMN
3170578;Não;Masculino;58;Ensino fundamental (1º Grau) incompleto;PDT
3170602;Não;Masculino;32;Pós-graduação;PMDB
3170651;Não;Masculino;49;Ensino médio (2º Grau) completo;DEM
3170701;Sim;Masculino;75;Ensino superior completo ;PTB
3170750;Não;Masculino;59;Ensino superior incompleto ;PMDB
3170800;Sim;Masculino;56;Ensino médio (2º Grau) completo;PHS
3170909;Não;Feminino;49;Ensino superior completo ;PMDB
3171006;Não;Masculino;62;Pós-graduação;PSD
3171030;Não;Masculino;53;Ensino médio (2º Grau) completo;PT
3171071;Não;Masculino;46;Ensino superior completo ;PSDB
3171105;Não;Masculino;67;Ensino médio (2º Grau) completo;PV
3171154;Não;Masculino;63;Ensino médio (2º Grau) completo;PROS
3171204;Não;Feminino;55;Pós-graduação;PSDB
3171303;Sim;Masculino;35;Ensino superior completo ;PSDB
3171402;Não;Masculino;37;Ensino fundamental (1º Grau) incompleto;PT
3171501;Sim;Masculino;43;Ensino médio (2º Grau) incompleto;SD
3171600;Não;Masculino;68;Ensino médio (2º Grau) completo;PSDB
3171709;Não;Masculino;47;Pós-graduação;PMDB
3171808;Não;Masculino;37;Ensino fundamental (1º Grau) completo;PSC
3171907;Sim;Masculino;50;Ensino fundamental (1º Grau) completo;PMDB
3172004;Sim;Masculino;60;Ensino superior completo ;PT
3172103;Não;Masculino;70;Ensino superior completo ;PMDB
3172202;Sim;Masculino;58;Ensino superior completo ;PTB
3200102;Não;Masculino;73;Ensino médio (2º Grau) completo;PMDB
3200136;Não;Masculino;56;Ensino médio (2º Grau) completo;PSD
3200169;Sim;Masculino;47;Ensino superior incompleto ;DEM
3200201;Não;Masculino;67;Ensino superior completo ;PSDB
3200300;Não;Masculino;69;Ensino superior completo ;PSB
3200359;Não;Masculino;61;Ensino superior completo ;PMDB
3200409;Não;Masculino;39;Pós-graduação;PMDB
3200508;Não;Masculino;43;Pós-graduação;PP
3200607;Não;Masculino;66;Ensino médio (2º Grau) completo;SD
3200706;Não;Masculino;51;Ensino médio (2º Grau) completo;PSB
3200805;Sim;Masculino;40;Ensino superior completo ;PC do B
3200904;Não;Masculino;39;Pós-graduação;PT
3201001;Não;Masculino;52;Ensino superior completo ;PSDB
3201100;Não;Masculino;39;Ensino médio (2º Grau) completo;PSD
3201159;Sim;Masculino;63;Ensino médio (2º Grau) completo;PV
3201209;Não;Masculino;41;Ensino superior completo ;PSB
3201308;Sim;Masculino;46;Ensino superior completo ;PPS
3201407;Não;Masculino;70;Ensino superior completo ;PMDB
3201506;Não;Masculino;61;Ensino superior completo ;PMDB
3201605;Não;Masculino;57;Ensino superior completo ;PSDB
3201704;Não;Masculino;46;Ensino médio (2º Grau) completo;PMDB
3201803;Não;Masculino;46;Ensino superior completo ;PMDB
3201902;Não;Masculino;61;Ensino fundamental (1º Grau) completo;PSB
3202009;Não;Masculino;49;Ensino médio (2º Grau) completo;PDT
3202108;Não;Masculino;65;Ensino superior incompleto ;PSD
3202207;Não;Masculino;36;Ensino médio (2º Grau) completo;PC do B
3202256;Não;Masculino;60;Ensino médio (2º Grau) completo;PSDB
3202306;Sim;Feminino;45;Ensino superior completo ;PDT
3202405;Não;Masculino;59;Ensino superior completo ;PSD
3202454;Não;Masculino;36;Ensino superior incompleto ;PMDB
3202504;Sim;Masculino;48;Ensino superior completo ;PMN
3202553;Não;Masculino;44;Ensino médio (2º Grau) completo;PMDB
3202603;Sim;Masculino;77;Ensino fundamental (1º Grau) incompleto;PDT
3202652;Sim;Masculino;50;Ensino médio (2º Grau) completo;PSDB
3202702;Sim;Masculino;63;Ensino superior completo ;PMDB
3202801;Não;Masculino;31;Ensino superior completo ;PROS
3202900;Sim;Masculino;52;Ensino fundamental (1º Grau) completo;PRP
3203007;Não;Masculino;50;Ensino superior completo ;PV
3203056;Não;Masculino;66;Ensino médio (2º Grau) incompleto;DEM
3203106;Não;Masculino;51;Ensino médio (2º Grau) completo;PSD
3203130;Não;Masculino;70;Pós-graduação;PP
3203163;Não;Masculino;46;Ensino superior completo ;PMDB
3203205;Não;Masculino;61;Ensino superior completo ;PMDB
3203304;Não;Masculino;44;Ensino médio (2º Grau) completo;PMDB
3203320;Não;Masculino;57;Ensino superior incompleto ;PRP
3203346;Não;Masculino;56;Ensino superior completo ;PP
3203353;Não;Masculino;44;Ensino superior completo ;PSDB
3203403;Não;Masculino;58;Ensino superior completo ;PMDB
3203502;Não;Feminino;61;Pós-graduação;DEM
3203601;Sim;Masculino;57;Ensino superior completo ;PDT
3203700;Não;Masculino;74;Pós-graduação;PROS
3203809;Não;Masculino;43;Ensino superior completo ;PTB
3203908;Sim;Masculino;55;Ensino médio (2º Grau) completo;PSB
3204005;Não;Masculino;43;Pós-graduação;PDT
3204054;Não;Masculino;35;Ensino superior completo ;PSDB
3204104;Não;Masculino;48;Ensino superior completo ;PRB
3204203;Não;Masculino;52;Pós-graduação;PDT
3204252;Sim;Masculino;50;Ensino médio (2º Grau) incompleto;PSDB
3204302;Sim;Feminino;28;Pós-graduação;PSDB
3204351;Não;Masculino;59;Ensino superior completo ;PSB
3204401;Não;Masculino;31;Ensino superior completo ;PROS
3204500;Não;Masculino;60;Ensino fundamental (1º Grau) completo;PRP
3204559;Não;Masculino;60;Ensino superior completo ;PMDB
3204609;Não;Masculino;71;Ensino médio (2º Grau) incompleto;DEM
3204658;Não;Masculino;48;Ensino superior completo ;PMN
3204708;Não;Feminino;53;Ensino superior completo ;SD
3204807;Não;Masculino;59;Ensino médio (2º Grau) completo;PMDB
3204906;Não;Masculino;53;Ensino médio (2º Grau) completo;PSDB
3204955;Não;Masculino;59;Ensino fundamental (1º Grau) incompleto;PMDB
3205002;Sim;Masculino;53;Ensino superior completo ;REDE
3205010;Não;Masculino;43;Ensino superior completo ;PSDB
3205036;Não;Masculino;63;Ensino superior completo ;PSDB
3205069;Não;Masculino;68;Ensino médio (2º Grau) completo;DEM
3205101;Sim;Masculino;38;Pós-graduação;PV
3205150;Não;Masculino;50;Pós-graduação;SD
3205176;Não;Masculino;36;Ensino médio (2º Grau) completo;PTN
3205200;Não;Masculino;48;Pós-graduação;PSDB
3205309;Sim;Masculino;55;Pós-graduação;PPS
3300100;Não;Masculino;65;Ensino superior completo ;PMDB
3300159;Sim;Masculino;39;Ensino médio (2º Grau) completo;PP
3300209;Não;Feminino;35;Pós-graduação;PDT
3300225;Sim;Masculino;50;Ensino médio (2º Grau) completo;PTB
3300233;Sim;Masculino;53;Pós-graduação;PMDB
3300258;Não;Masculino;43;Ensino superior completo ;PRB
3300308;Não;Masculino;39;Ensino superior incompleto ;PRB
3300407;Não;Masculino;35;Ensino superior completo ;PMDB
3300456;Não;Masculino;45;Ensino superior completo ;PMDB
3300506;Não;Masculino;59;Ensino fundamental (1º Grau) incompleto;PSB
3300605;Não;Masculino;33;Ensino superior completo ;PR
3300704;Não;Masculino;58;Ensino superior completo ;PMDB
3300803;Não;Masculino;56;Ensino superior incompleto ;PSB
3300902;Sim;Masculino;49;Ensino médio (2º Grau) completo;PMDB
3300936;Não;Feminino;52;Ensino superior completo ;PP
3300951;Não;Masculino;71;Ensino superior completo ;PTB
3301009;Não;Masculino;33;Ensino superior completo ;PPS
3301108;Não;Masculino;65;Ensino médio (2º Grau) completo;PP
3301157;Não;Masculino;69;Ensino médio (2º Grau) incompleto;PP
3301207;Sim;Masculino;47;Ensino médio (2º Grau) completo;PSB
3301306;Não;Masculino;67;Ensino médio (2º Grau) completo;PSB
3301405;Sim;Masculino;62;Ensino superior incompleto ;PMDB
3301504;Não;Masculino;47;Ensino superior completo ;PPS
3301603;Não;Masculino;51;Ensino médio (2º Grau) completo;PP
3301702;Não;Masculino;49;Ensino fundamental (1º Grau) completo;PMDB
3301801;Não;Masculino;37;Ensino superior incompleto ;PHS
3301850;Não;Masculino;48;Ensino médio (2º Grau) completo;PDT
3301876;Sim;Feminino;40;Ensino superior completo ;PP
3301900;Não;Masculino;47;Ensino superior incompleto ;PMB
3302007;Não;Masculino;56;Ensino superior incompleto ;PMDB
3302056;Não;Feminino;53;Ensino médio (2º Grau) completo;PP
3302106;Não;Masculino;58;Ensino superior completo ;PMDB
3302205;Não;Masculino;44;Pós-graduação;PR
3302254;Não;Masculino;40;Ensino superior incompleto ;PMDB
3302270;Não;Masculino;72;Ensino superior completo ;PP
3302304;Não;Masculino;Não informou;Pós-graduação;PP
3302403;Sim;Masculino;48;Pós-graduação;PMDB
3302452;Não;Masculino;38;Ensino superior incompleto ;PHS
3302502;Sim;Masculino;37;Ensino superior incompleto ;PPS
3302601;Não;Masculino;57;Ensino superior completo ;PPS
3302700;Não;Masculino;43;Ensino superior completo ;PT
3302809;Não;Masculino;57;Ensino superior completo ;PP
3302858;Não;Masculino;47;Ensino superior incompleto ;PSDB
3302908;Não;Masculino;42;Ensino médio (2º Grau) completo;PR
3303005;Não;Masculino;53;Ensino superior completo ;PP
3303104;Não;Masculino;53;Ensino médio (2º Grau) completo;PEN
3303203;Não;Masculino;73;Ensino superior completo ;PTB
3303302;Sim;Masculino;40;Ensino superior completo ;PV
3303401;Não;Feminino;58;Ensino superior completo ;PP
3303500;Não;Masculino;49;Ensino superior completo ;PR
3303609;Não;Feminino;43;Ensino superior completo ;PR
3303708;Não;Masculino;44;Pós-graduação;PMDB
3303807;Sim;Masculino;44;Ensino superior completo ;PMDB
3303856;Não;Masculino;31;Ensino superior completo ;PV
3303906;Não;Masculino;37;Ensino superior completo ;PMDB
3303955;Não;Masculino;39;Ensino superior completo ;PMDB
3304003;Sim;Masculino;54;Pós-graduação;PDT
3304102;Não;Masculino;38;Ensino superior incompleto ;PP
3304110;Não;Masculino;69;Ensino médio (2º Grau) completo;PMDB
3304128;Sim;Masculino;54;Ensino superior completo ;PMDB
3304144;Não;Masculino;66;Ensino superior completo ;PMDB
3304151;Não;Feminino;51;Pós-graduação;PTN
3304201;Não;Masculino;39;Ensino superior completo ;PSD
3304300;Não;Masculino;65;Ensino médio (2º Grau) completo;PP
3304409;Não;Masculino;59;Ensino superior completo ;PR
3304508;Não;Masculino;63;Ensino superior incompleto ;PPS
3304524;Não;Masculino;56;Ensino médio (2º Grau) completo;PMDB
3304557;Não;Masculino;59;Pós-graduação;PRB
3304607;Não;Masculino;50;Ensino superior completo ;DEM
3304706;Sim;Masculino;69;Ensino superior completo ;PSB
3304755;Não;Feminino;38;Ensino superior completo ;PSB
3304805;Não;Masculino;51;Ensino médio (2º Grau) completo;PR
3304904;Não;Masculino;64;Pós-graduação;PPS
3305000;Não;Feminino;52;Ensino superior completo ;PP
3305109;Não;Masculino;66;Pós-graduação;PMDB
3305133;Não;Masculino;48;Ensino superior completo ;PP
3305158;Não;Masculino;49;Ensino superior completo ;PV
3305208;Sim;Masculino;43;Ensino médio (2º Grau) completo;PMDB
3305307;Sim;Masculino;44;Ensino médio (2º Grau) completo;PP
3305406;Não;Masculino;44;Ensino médio (2º Grau) completo;PMDB
3305505;Não;Feminino;37;Pós-graduação;PTN
3305554;Não;Masculino;64;Ensino fundamental (1º Grau) completo;PDT
3305604;Sim;Masculino;44;Ensino médio (2º Grau) completo;PMDB
3305703;Não;Masculino;48;Ensino fundamental (1º Grau) incompleto;PTB
3305752;Sim;Masculino;44;Ensino superior completo ;PTB
3305802;Sim;Masculino;71;Ensino superior completo ;PP
3305901;Não;Masculino;33;Ensino superior incompleto ;DEM
3306008;Não;Masculino;52;Pós-graduação;PDT
3306107;Não;Masculino;56;Ensino superior completo ;PP
3306156;Não;Masculino;85;Ensino superior completo ;PSD
3306206;Não;Masculino;33;Ensino superior completo ;PPS
3306305;Não;Masculino;35;Ensino superior completo ;PV
3500105;Não;Masculino;53;Ensino superior completo ;DEM
3500204;Não;Masculino;57;Ensino fundamental (1º Grau) incompleto;PSDB
3500303;Não;Masculino;45;Pós-graduação;PSDB
3500402;Não;Masculino;35;Ensino superior completo ;PSD
3500501;Não;Masculino;54;Ensino médio (2º Grau) completo;PDT
3500550;Não;Masculino;49;Ensino médio (2º Grau) completo;PRB
3500600;Sim;Masculino;59;Ensino médio (2º Grau) completo;PSDB
3500709;Não;Masculino;45;Ensino superior completo ;PRB
3500758;Sim;Masculino;55;Ensino superior incompleto ;PSDB
3500808;Não;Masculino;40;Ensino médio (2º Grau) completo;PSD
3500907;Sim;Masculino;36;Pós-graduação;PR
3501004;Não;Masculino;49;Ensino superior completo ;PSD
3501103;Sim;Feminino;59;Ensino superior completo ;PV
3501152;Não;Masculino;65;Ensino superior completo ;PPS
3501202;Sim;Masculino;59;Ensino médio (2º Grau) completo;PMDB
3501301;Não;Masculino;50;Ensino superior completo ;PSDB
3501400;Não;Masculino;68;Ensino médio (2º Grau) incompleto;PP
3501509;Não;Feminino;64;Ensino superior completo ;PP
3501608;Sim;Masculino;69;Ensino médio (2º Grau) completo;PMDB
3501707;Não;Masculino;56;Ensino superior completo ;PSDB
3501806;Não;Masculino;58;Ensino superior completo ;PPS
3501905;Sim;Masculino;52;Ensino superior completo ;PSDB
3502002;Não;Masculino;49;Ensino superior completo ;PMDB
3502101;Não;Feminino;69;Ensino superior completo ;PC do B
3502200;Não;Masculino;63;Ensino superior completo ;PMDB
3502309;Não;Masculino;45;Ensino médio (2º Grau) incompleto;PSD
3502408;Não;Masculino;40;Ensino médio (2º Grau) completo;PSD
3502507;Não;Masculino;53;Pós-graduação;PMDB
3502606;Não;Masculino;54;Ensino fundamental (1º Grau) completo;PSD
3502705;Não;Masculino;50;Ensino superior completo ;PMDB
3502754;Não;Feminino;42;Ensino superior incompleto ;PV
3502804;Não;Masculino;63;Ensino superior completo ;PSDB
3502903;Não;Masculino;65;Ensino superior completo ;PV
3503000;Não;Feminino;49;Ensino superior completo ;PSDB
3503109;Sim;Masculino;58;Ensino superior completo ;PR
3503158;Não;Masculino;41;Ensino superior completo ;SD
3503208;Não;Masculino;52;Ensino superior completo ;PT
3503307;Não;Masculino;42;Pós-graduação;PSDB
3503356;Sim;Feminino;37;Ensino superior completo ;PTB
3503406;Não;Masculino;72;Ensino superior completo ;PSDB
3503505;Não;Masculino;45;Ensino médio (2º Grau) completo;DEM
3503604;Não;Masculino;46;Pós-graduação;PR
3503703;Não;Masculino;51;Ensino superior completo ;PTB
3503802;Não;Masculino;37;Ensino superior completo ;PSDB
3503901;Não;Masculino;62;Pós-graduação;PMDB
3503950;Sim;Masculino;47;Ensino fundamental (1º Grau) incompleto;DEM
3504008;Não;Masculino;57;Ensino superior completo ;PDT
3504107;Sim;Masculino;34;Ensino superior completo ;PSB
3504206;Não;Masculino;39;Ensino superior completo ;PSDB
3504305;Não;Masculino;48;Ensino médio (2º Grau) completo;PSD
3504404;Não;Masculino;48;Ensino médio (2º Grau) completo;PSD
3504503;Não;Masculino;34;Ensino médio (2º Grau) completo;PTB
3504602;Não;Masculino;53;Ensino superior completo ;PPS
3504701;Não;Masculino;53;Ensino superior completo ;PSDB
3504800;Não;Masculino;33;Ensino superior completo ;PMDB
3504909;Não;Masculino;53;Ensino superior incompleto ;PSDB
3505005;Não;Feminino;67;Ensino fundamental (1º Grau) completo;PSDB
3505104;Não;Masculino;49;Ensino superior completo ;DEM
3505203;Não;Masculino;33;Ensino superior completo ;PSDB
3505302;Não;Masculino;60;Ensino superior completo ;PMDB
3505351;Não;Feminino;48;Ensino superior incompleto ;PT
3505401;Não;Masculino;51;Pós-graduação;PSDB
3505500;Sim;Masculino;38;Ensino superior completo ;PSDB
3505609;Sim;Masculino;60;Ensino superior incompleto ;PPS
3505708;Não;Masculino;65;Ensino superior completo ;PSDB
3505807;Não;Masculino;56;Ensino superior completo ;PMDB
3505906;Não;Masculino;67;Ensino superior completo ;PSD
3506003;Não;Masculino;48;Ensino superior completo ;PSD
3506102;Sim;Masculino;44;Pós-graduação;DEM
3506201;Não;Masculino;52;Ensino médio (2º Grau) completo;PMDB
3506300;Não;Masculino;68;Ensino médio (2º Grau) completo;PPS
3506359;Não;Masculino;41;Ensino superior completo ;PSDB
3506409;Não;Masculino;35;Ensino superior completo ;PSDB
3506508;Não;Masculino;43;Pós-graduação;PTB
3506607;Não;Masculino;51;Pós-graduação;PV
3506706;Não;Masculino;45;Ensino fundamental (1º Grau) incompleto;PMDB
3506805;Não;Masculino;43;Ensino superior completo ;PPS
3506904;Não;Masculino;53;Pós-graduação;PTB
3507001;Não;Masculino;57;Ensino superior completo ;PSDB
3507100;Não;Masculino;61;Ensino superior completo ;PSDB
3507159;Não;Masculino;63;Ensino fundamental (1º Grau) completo;PSDB
3507209;Não;Masculino;57;Ensino médio (2º Grau) completo;PRB
3507308;Sim;Masculino;49;Pós-graduação;PSDB
3507407;Não;Masculino;52;Ensino médio (2º Grau) completo;PEN
3507456;Não;Masculino;70;Ensino médio (2º Grau) completo;PSDB
3507506;Não;Masculino;46;Pós-graduação;PSDB
3507605;Não;Masculino;78;Ensino superior completo ;DEM
3507704;Não;Masculino;64;Ensino superior completo ;PTB
3507753;Sim;Masculino;41;Ensino médio (2º Grau) completo;PV
3507803;Não;Masculino;56;Pós-graduação;PSDB
3507902;Não;Masculino;64;Ensino médio (2º Grau) completo;PTB
3508009;Não;Masculino;46;Ensino médio (2º Grau) completo;PP
3508108;Não;Masculino;39;Ensino superior completo ;PRB
3508207;Não;Masculino;54;Ensino médio (2º Grau) incompleto;PSDB
3508306;Não;Masculino;51;Ensino médio (2º Grau) completo;PTB
3508405;Sim;Masculino;31;Pós-graduação;PDT
3508504;Não;Masculino;55;Ensino superior completo ;PV
3508603;Não;Masculino;49;Ensino superior completo ;PR
3508702;Não;Masculino;52;Ensino superior completo ;PTB
3508801;Não;Masculino;35;Ensino superior completo ;PTB
3508900;Sim;Masculino;63;Ensino superior completo ;PSDB
3509007;Não;Masculino;55;Ensino superior completo ;PSD
3509106;Não;Feminino;48;Ensino superior completo ;PTB
3509205;Sim;Feminino;52;Ensino superior incompleto ;PSB
